id,name,description,single_category,description_ko,single_category_ko
11d3acc6-c567-45a2-a865-15723b41b162,Christmas Decor,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
1664a77a-fcfc-46ee-8d4a-99be791248ff,Dog Accessory,Your dog will love this accessory,outdoors|pet,반려견이 이 액세서리를 좋아할 것입니다.,야외|애완 동물
2aba4640-946f-48e2-bd43-c3ac3a70fb7c,White Plates,Incomparable for every kitchen,housewares|kitchen,모든 주방과 비교할 수 없는 제품,가정용품|부엌
2f2995da-4768-478a-a4ae-906b76d8c6fe,Glass Vase,This glass vase will delight everyone,homedecor|decorative,이 유리 꽃병은 모두를 기쁘게 할 것입니다,홈 데코|데코레이션
0727abd8-ae04-4b76-9fd6-fd09b478c615,Halloween Lights,A must-have for that fanciful day loved by all,seasonal|halloween,모두에게 사랑받는 기발한 날을 위한 머스트해브 아이템,계절|할로윈
7386b378-a79d-42c6-9193-6d82992d8dba,Dark Slate Gray Sneakers,An all-around intrepid pair of dark slate gray sneakers,footwear|sneaker,다재다능한 다크 슬레이트 그레이 스니커즈,신발|스니커즈
2f069176-5bab-43fd-a441-916f61843de0,Croissant,Croissant made fresh daily in our kitchens,groceries|bakery,매일 주방에서 신선하게 만드는 크로와상,식료품|빵집
ae8772cf-a7ad-4eb8-b12e-b286fd0a773f,Valentine Chocolates,A must-have for that special day,seasonal|valentine,특별한 날을 위한 머스트해브 아이템,계절|발렌타인
f9ce4c4d-dd69-46b2-8bc4-4226f0c7b567,Black Office Chair,Increase your productivity with this nice black office chair,furniture|chairs,이 멋진 블랙 오피스 체어로 생산성을 높이세요,가구|의자
ccaec8f5-b33d-4676-a1b9-bc4b96951ee4,Garlic,Keep your pantry well stocked with this tasty and polyvalent veggie,groceries|vegetables,이 맛있고 다양한 채소를 식료품 저장실에 잘 비축해 두세요.,식료품|야채
d5f830bd-8c49-4bc2-85ba-3d120c90caa6,Drought-Resistant Indoor Plant,Drought-resistant indoor plant delivered fresh and vibrant from our growers,floral|plant,재배자로부터 신선하고 활기차게 전달되는 가뭄에 강한 실내 식물,플로랄|식물
37cb1acd-1b2d-4718-9ec3-15864424de14,Camping Tent,This camping tent is a must-have for your next trip,outdoors|camping,이 캠핑 텐트는 다음 여행에 꼭 필요한 제품입니다.,야외|캠핑
025ec8a0-0358-494f-a51a-065f090e84f8,Sassy Belt,This sassy belt for women is perfect for all occasions,accessories|belt,이 멋진 여성용 벨트는 어떤 상황에도 잘 어울립니다.,액세서리|벨트
7186f66d-c305-4b61-b966-80d0c1e003b9,Frame,This frame is a must-have for your home decor,homedecor|decorative,이 액자는 홈 데코에 꼭 필요한 아이템입니다.,홈 데코|데코레이션
6298e772-d18e-4eb0-a226-70fbb2074edc,Upright Piano,This upright piano is perfect for amateur and professional musicians,instruments|keys,이 업라이트 피아노는 아마추어 및 전문 음악가에게 적합합니다.,계측기|키
46202f4b-1395-430b-8208-7adb3201990f,Video Camera,This video camera is perfect for capturing those special moments,electronics|camera,이 비디오 카메라는 특별한 순간을 포착하기에 완벽합니다.,전자제품|카메라
dc073623-4b95-47d9-93cb-0171c20baa04,Groovy Glasses,These groovy glasses for women are perfect everywhere,accessories|glasses,이 멋진 여성용 안경은 어디에나 잘 어울립니다.,액세서리|안경
8840e8ea-d896-4132-80ea-1247b95bb62d,Green Apple-Shaped Handbag,This casual handbag is quintessential all over,accessories|handbag,이 캐주얼 핸드백은 어디에나 꼭 필요한 아이템입니다.,액세서리|핸드백
83114893-a0bc-414c-b120-1c5ca8a35de4,Accurate Speakers,Accurate speakers to fill the house with beautiful music,electronics|speaker,아름다운 음악으로 집안을 가득 채우는 정확한 스피커,전자제품|스피커
ad41a106-99f7-4258-8060-d1dcb7de93b8,Valentine Stuffed Teddybear,Be sure to order early for that special day,seasonal|valentine,특별한 날을 위해 일찍 주문하세요,계절|발렌타인
91cfb05c-44cc-4eca-b622-1fa875e0256c,Halloween Decoration,Be sure to order early in October,seasonal|halloween,10월 초에 꼭 주문하세요,계절|할로윈
638012bd-b70e-4035-bf83-fbb777c7a6ea,Grandma's Mascara,"The 20s look that never went out of fashion, till after the 20s.",beauty|grooming,20 대 이후까지 유행에 뒤쳐지지 않은 20 대 룩.,뷰티|그루밍
3f9a39b2-0d63-4751-b6ee-4ecd08dd2276,Electric Guitar,This electric guitar will delight the most demanding musician,instruments|strings,이 일렉트릭 기타는 가장 까다로운 뮤지션을 기쁘게 할 것입니다,악기|현악기
546784ce-5a1e-4880-85ce-fcc8b84ce7b6,Pear,This delish fruit is everyone's favorite,groceries|fruits,이 맛있는 과일은 모두가 좋아하는 과일입니다,식료품|과일
c79d70a4-118a-4ec4-8d92-35a489912c27,Black Sofa,This posh black sofa will be the highlight of any room,furniture|sofas,이 고급스러운 블랙 소파는 모든 방의 하이라이트가 될 것입니다.,가구|소파
1d152012-c60b-4049-845b-9a80310e0d4a,Mixed Arrangement,Mixed arrangement grown sustainably on our organic farms,floral|arrangement,유기농 농장에서 지속 가능한 방식으로 재배한 혼합 재배,플로랄|어레인지먼트
58b3efdc-79bf-4163-9f4e-38f0833304a8,Black Sofa,This fancy black sofa will be the highlight of any room,furniture|sofas,이 멋진 블랙 소파는 모든 방의 하이라이트가 될 것입니다.,가구|소파
47099e43-250e-4183-a84a-df2fab69dad5,Acoustic Guitar,This acoustic guitar will delight the most demanding musician,instruments|strings,이 어쿠스틱 기타는 가장 까다로운 뮤지션도 만족시킬 것입니다.,악기|현악기
889e1067-7514-4397-ae52-f0ae820c35cf,Strawberry Chocolate Cake,This tasty strawberry chocolate cake will delight everyone,groceries|bakery,이 맛있는 딸기 초콜릿 케이크는 모두를 기쁘게 할 것입니다,식료품|빵집
3d882b22-847d-4d7f-9a74-3bd290db95c2,Sienna Everyday Bag,An all-around convenient bag for everyday use,accessories|bag,매일 사용할 수 있는 편리한 만능 가방,액세서리|가방
b535e4ad-3f3c-4b05-9715-9dc7077239de,Gainsboro Backpack,Gainsboro backpack is handy for traveling,accessories|backpack,게인즈버러 백팩은 여행에 편리합니다,액세서리|배낭
39db1f40-046d-4fa3-861b-babfc4ba4023,Swell Watch,This swell watch for men is outstanding everyday,accessories|watch,이 남성용 스웰 시계는 매일 착용하기 좋습니다.,액세서리|시계
b4e0ec0f-efec-4103-a741-d9e373808130,Electric Guitar,This electric guitar is perfect for amateur and professional musicians,instruments|strings,이 일렉트릭 기타는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|현악기
a52f4cd6-4eec-43f5-899e-4abe8e1963e5,Cheese,This cheese is made sustainably by our dairy farmers,groceries|dairy,이 치즈는 낙농가가 지속 가능한 방식으로 만듭니다.,식료품|유제품
e1c8e574-93fa-4bb4-8f17-374fdcf85da6,Cinamon Roll,Cinamon Roll made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 시나몬 롤,식료품|빵집
95be8b94-feeb-48df-8449-34924e4d849d,Faultless Microphone,This faultless microphone can be relied upon in every situation,instruments|microphone,이 무결점 마이크는 어떤 상황에서도 믿고 사용할 수 있습니다.,악기|마이크
9fa1fae1-4c43-4e9e-8c54-bfcd9cf98243,Yellow Square Cushion,This yellow square cushion is a must-have for your house,homedecor|cushion,이 노란색 사각형 쿠션은 집에 꼭 필요한 제품입니다.,홈 데코|쿠션
6a90d0b3-930c-46c3-b093-f55c60eb27a2,Spiffy Glasses,Spiffy glasses for women,accessories|glasses,여성용 스파이 안경,액세서리|안경
a51c8fab-87a5-4cf2-a19a-cc569398ffa9,Flawless Scarf,Flawless scarf for women,apparel|scarf,완벽한 여성용 스카프,의복|스카프
7160b264-e3ed-4ac3-9dd7-2c537b00e5ed,Dog Frisbee,This frisbee will keep your dog exercised,outdoors|pet,이 프리스비는 반려견이 계속 운동할 수 있게 해줍니다.,야외|애완 동물
39832066-ba59-4dc6-8aca-80ca36d4c92c,Christmas Wreath,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
a289ca2c-0135-4864-a710-865d4cf604d8,Groovy Bracelet,A groovy bracelet for men,jewelry|bracelet,남성을 위한 그루비 브레이슬릿,보석|팔찌
c62defb8-4cbd-4edb-8478-913613e77601,Indoor Plant,Indoor plant grown sustainably on our organic farms,floral|plant,유기농 농장에서 지속 가능한 방식으로 재배되는 실내 식물,플로랄|식물
5807df68-f455-4ba8-b5ef-1e7c4d76e46c,White Armchair,Relax in this comfy white armchair,furniture|chairs,이 편안한 흰색 안락 의자에서 휴식을 취하십시오.,가구|의자
ddf7cd6e-633c-4906-a391-315ad1e91966,Edgy Necklace,This edgy necklace for women will be noticed by all,jewelry|necklace,이 트렌디한 여성용 목걸이는 누구나 주목 받을 것입니다.,보석|목걸이
97740b47-e9e9-4b5e-9159-4a73b2c64270,Faultless Speakers,Faultless speakers to fill the house with beautiful music,electronics|speaker,아름다운 음악으로 집안을 가득 채우는 완벽한 스피커,전자제품|스피커
5d697560-14a3-4e76-8a3a-5e5c5b5b3353,Steel Scissors,Razor for every bathroom,beauty|grooming,모든 욕실용 면도기,뷰티|그루밍
c355dd01-24a6-4a99-b70e-539e39f18014,Acoustic Guitar,This acoustic guitar is perfect for amateur and professional musicians,instruments|strings,이 어쿠스틱 기타는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|현악기
4d010975-7365-4db9-b31c-5eee0286c458,Pet Accessory,Your pet will love this accessory,outdoors|pet,반려동물이 이 액세서리를 좋아할 것입니다.,야외|애완 동물
9e90de6d-e196-4426-84ea-4571fe40d164,Wiker Basket,This wiker basket is a must-have for your home decor,homedecor|decorative,이 와이커 바구니는 홈 데코에 꼭 필요한 필수품입니다.,홈 데코|데코레이션
d3b237ae-6039-45f9-9692-495ad2141c54,French Press,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
58050849-fc9e-41a9-8dbe-9f9b7377ac74,Wrench,Essential wrench for every craftperson,tools|wrench,모든 장인을 위한 필수 렌치,도구|렌치
9f6d63f4-6fd0-4c31-89b6-fffd6aedcce2,Black Backpack,This black backpack is unequaled for the season,accessories|backpack,이 블랙 백팩은 이번 시즌에 비해 타의 추종을 불허합니다.,액세서리|배낭
fe52b818-4912-4b08-afe5-76a6f7001d2c,Carnations Arrangement,Carnations arrangement grown sustainably on our organic farms,floral|arrangement,유기농 농장에서 지속 가능한 방식으로 재배한 카네이션 어레인지먼트,플로랄|어레인지먼트
8b6bc04b-fab1-4a30-9790-a77cecebe5d3,Donuts,Donuts made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 도넛,식료품|빵집
c4daa771-3583-4cb4-8d38-f5b3bf0aa3b2,Floor Lamp,This floor lamp is a must-have for the lighting of your home,homedecor|lighting,이 플로어 램프는 집 조명에 꼭 필요한 제품입니다.,홈 데코|조명
42ba4ae9-f12b-481a-9159-81c65103cc2c,Pet Accessory,Your pet will love this accessory,outdoors|pet,반려동물이 이 액세서리를 좋아할 것입니다.,야외|애완 동물
36110e9f-8947-4dff-8c37-070f134ce98d,Television,This television is perfect for every room,electronics|television,이 TV는 모든 방에 적합합니다.,전자제품|텔레비전
8bdfaf9c-4ff6-46bc-a304-33db265f36ef,Classic Ceramic Bowl,This classic ceramic bowl is a must-have,housewares|bowls,이 클래식한 도자기 그릇은 필수품입니다.,가정용품|그릇
bde65f09-635c-4293-97c0-063d101f9efe,Dodger Blue Jacket,Warm all seasons casual jacket for men,apparel|jacket,따뜻한 올 시즌 남성 캐주얼 재킷,의복|재킷
b273d93b-6470-4b75-9f1a-78d22f48b2d4,Electric Guitar,This electric guitar is perfect for amateur and professional musicians,instruments|strings,이 일렉트릭 기타는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|현악기
930c9cb4-8b31-4fe8-a9b0-04622b80fbfc,Wedding Bouquet,Wedding bouquet grown sustainably on our organic farms,floral|bouquet,유기농 농장에서 지속 가능한 방식으로 재배한 웨딩 부케,꽃무늬|꽃다발
50ed0b72-639d-468e-ab8a-1e97be4259e6,Light Gray Shirt,Matchless light gray dressy shirt for women,apparel|shirt,여성용 비할 데 없는 라이트 그레이 드레시 셔츠,의류|셔츠
90399dec-acd9-4080-a905-c9421058d404,Electric Guitar,This electric guitar will delight the most demanding musician,instruments|strings,이 일렉트릭 기타는 가장 까다로운 뮤지션을 기쁘게 할 것입니다,악기|현악기
f61c2efc-1656-4a12-be3d-6be233ff8847,Acoustic Drum,This acoustic drum will delight the most demanding musician,instruments|percussion,이 어쿠스틱 드럼은 가장 까다로운 뮤지션도 만족시킬 것입니다,악기|타악기
d511fb3e-86bf-4bf9-a23a-a2ba30529b0e,Spinach,This delish veggie is a must-have in every pantry,groceries|vegetables,이 맛있는 채소는 모든 식료품 저장실에 꼭 있어야 합니다.,식료품|야채
c5c6f284-3112-4b91-a948-dd1452e0217e,Dark Slate Gray Jacket,Warm casual jacket for men for all seasons,apparel|jacket,사계절 내내 입을 수 있는 남성용 따뜻한 캐주얼 재킷,의복|재킷
8c619c95-5f66-4433-93b6-2c1bf90e565c,Tulips Arrangement,Tulips arrangement delivered fresh and vibrant from our growers,floral|arrangement,재배자로부터 신선하고 생동감 넘치는 튤립 어레인지먼트 제공,플로랄|어레인지먼트
c5b52a98-63db-4924-98d3-c05a319dd8ac,Cymbal,This cymbal will delight the most demanding musician,instruments|percussion,이 심벌즈는 가장 까다로운 뮤지션도 만족시킬 것입니다.,악기|타악기
b438ff91-d7cc-461b-b7fb-951d195e32bb,Trendy Backpack,Trendy backpack for women,accessories|backpack,트렌디한 여성용 백팩,액세서리|배낭
8cad877e-5e9c-44c4-bd43-5613e1203666,Halloween Lights,Be sure to order early in October,seasonal|halloween,10월 초에 꼭 주문하세요,계절|할로윈
9f50d5db-5054-43e8-97b0-80d5036a6bf7,Decorative Candle,This decorative candle is a must-have for the lighting of your home,homedecor|lighting,이 장식용 양초는 집 조명에 꼭 필요한 필수품입니다.,홈 데코|조명
99b44e8e-65d0-4c55-a7b6-dd1ed0b7cac3,Tan Armchair,Relax in this comfy tan armchair,furniture|chairs,이 편안한 황갈색 안락 의자에서 휴식을 취하십시오,가구|의자
9564165e-606b-469e-a198-69c3d465e082,Slip-on Sandals,Ultrachic pair of slip-on sandals for women,footwear|sandals,여성용 울트라 시크 슬립온 샌들,신발|샌들
db31ed85-5592-47ec-8894-104dec37448b,Potatoes,This delicious veggie is a must-have in every pantry,groceries|vegetables,이 맛있는 채소는 모든 식료품 저장실에 꼭 있어야 합니다.,식료품|야채
a00edb41-1c04-4dba-b7d4-431723d8c0c4,French Horn,This french horn is perfect for amateur and professional musicians,instruments|wind,이 프렌치 호른은 아마추어 및 전문 음악가에게 적합합니다.,계측기|바람
40807c84-b343-43c0-8518-634870079907,Indoor Plant,Indoor plant grown sustainably on our organic farms,floral|plant,유기농 농장에서 지속 가능한 방식으로 재배되는 실내 식물,플로랄|식물
6f572e38-61df-4469-be05-b3ad2950a895,Lemons,Make sure to have your fresh dose of vitamin C every day,groceries|fruits,매일 신선한 양의 비타민 C를 섭취하십시오.,식료품|과일
089baa54-b066-4359-83ff-8a41011d3110,Croissant,Croissant made fresh daily in our kitchens,groceries|bakery,매일 주방에서 신선하게 만드는 크로와상,식료품|빵집
e1f74900-ba40-4ed2-b128-f334b16ee370,Marvelous Bracelet,This marvelous bracelet for women will turn heads,jewelry|bracelet,이 멋진 여성용 브레이슬릿은 사람들의 시선을 사로잡을 것입니다.,보석|팔찌
45984cee-39f4-4977-83ff-c9246dfb1d82,Christmas Figurines,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
1e486998-18ca-4a42-bad5-001aaf7830aa,Convenient Cable,This convenient cable is a must-have for your electronics,electronics|cable,이 편리한 케이블은 전자 제품의 필수품입니다.,전자제품|케이블
8aeba72c-ebd6-4f98-8dfb-0fe463332f90,Lovely Bracelet,This lovely bracelet for women will turn heads,jewelry|bracelet,이 사랑스러운 여성용 팔찌는 사람들의 시선을 사로잡을 것입니다.,보석|팔찌
b9eef17f-2ee0-4a08-b22f-2c2cd24e04d7,Dapper Glasses,These dapper glasses for men are unequaled,accessories|glasses,이 남성용 단정한 안경은 타의 추종을 불허합니다.,액세서리|안경
506d2ab9-b0b7-4180-bc21-f44909722def,White Office Chair,Ideal white chair for your office,furniture|chairs,사무실에 적합한 흰색 의자,가구|의자
5965d439-5b58-4081-86a2-48bff40d7938,Dark Slate Gray Jacket,Cool casual jacket for women,apparel|jacket,멋진 여성용 캐주얼 재킷,의복|재킷
c912eaa1-6c6c-4096-8194-ab220e1830c0,Ultrahip Glasses,Ultrahip glasses for women,accessories|glasses,여성용 울트라힙 안경,액세서리|안경
6ec2a7e8-8b76-4187-b83d-9f9631639d76,Cool Earrings,Cool earrings for women,jewelry|earrings,여성용 멋진 귀걸이,보석|귀걸이
7b8e35ec-ddb6-465a-b209-0a6bf8ec1bc9,Acoustic Drum,This acoustic drum will delight the most demanding musician,instruments|percussion,이 어쿠스틱 드럼은 가장 까다로운 뮤지션도 만족시킬 것입니다,악기|타악기
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,This tasty apple pie is made fresh every day,groceries|bakery,이 맛있는 애플 파이는 매일 신선하게 만들어집니다.,식료품|빵집
59f4a91d-4add-4979-b463-42f77b37bd37,Wedding Bouquet,Wedding bouquet delivered fresh and vibrant from our growers,floral|bouquet,재배자로부터 신선하고 생생한 웨딩 부케를 제공합니다.,꽃무늬|꽃다발
3999c48f-4ccf-463b-8e0b-f28dcdc469d1,Grand Piano,This grand piano is perfect for amateur and professional musicians,instruments|keys,이 그랜드 피아노는 아마추어 및 전문 음악가에게 적합합니다.,계측기|키
82f4c1ca-b0dc-4e5a-9336-caff8bf63c05,Precious Cargo Makeup Containers,"Strong reinforced plastic containers, with bright stylings.",beauty|grooming,밝은 스타일의 강력한 강화 플라스틱 용기.,뷰티|그루밍
75e9f144-28cd-4f72-af5d-63be5e3761c8,Video Camera,Video camera for amateurs and professonals,electronics|camera,아마추어 및 전문가용 비디오 카메라,전자제품|카메라
c02e9ebe-eb65-4a03-9078-e4faf330ddd0,Wheat Hue Work Table,Increase your productivity with this unparalleled wheat hue worktable,furniture|tables,타의 추종을 불허하는 밀색 작업대로 생산성을 높이세요,가구|테이블
26fd5578-6417-4b0a-a416-bd43083eec22,Maroon Coat,Well-insulated casual coat for women for the outdoors,apparel|jacket,보온성이 좋은 여성용 아웃도어 캐주얼 코트,의복|재킷
2f71e413-32fe-4f1d-a28b-8995be0685e8,Alarm Clock,This alarm clock is a must-have,homedecor|clock,이 알람 시계는 필수품입니다.,홈 데코 | 시계
c07ba51e-48d5-4efb-bce7-95fd6243666a,Dark Slate Blue Handbag,This supercool dark slate blue handbag is the perfect accessory for casually ambling far and wide,accessories|handbag,이 매우 멋진 다크 슬레이트 블루 핸드백은 캐주얼하게 멀리까지 돌아다니기에 완벽한 액세서리입니다.,액세서리|핸드백
f15ccac9-1057-4c0e-b06c-d52c853723e3,Ultrahip Sandals,This ultrahip pair of sandals for woman is perfect for the summer,footwear|sandals,이 여성용 울트라 힙 샌들은 여름에 딱 맞습니다.,신발|샌들
53b930e1-a245-4a24-8d5b-5343f6892b37,Frame,This frame is a must-have for your home decor,homedecor|decorative,이 액자는 홈 데코에 꼭 필요한 아이템입니다.,홈 데코|데코레이션
56ca3f0a-03cc-4496-9530-41d8c6069459,Electric Guitar,This electric guitar will delight the most demanding musician,instruments|strings,이 일렉트릭 기타는 가장 까다로운 뮤지션을 기쁘게 할 것입니다,악기|현악기
d9d3351f-1fdb-4ba7-b757-55f18a1a2dc0,White Backpack,White backpack is nifty for traveling,accessories|backpack,흰색 배낭은 여행에 적합합니다.,액세서리|배낭
cb9035f5-ed1e-40b0-9e8f-f20a727cb227,Swanky Scarf,Swanky scarf for women for every occasion,apparel|scarf,어떤 상황에도 잘 어울리는 여성용 스완키 스카프,의복|스카프
8484c198-4d0c-4c15-9805-db81ea8d705a,Yellow Cushion Set,This yellow set of cushions is very nice,homedecor|cushion,이 노란색 쿠션 세트는 아주 멋지다,홈 데코|쿠션
9b149680-3368-4ae0-8f71-9a21d111b8dc,Dandyish Earrings,Dandyish earrings for men,jewelry|earrings,남성용 댄디쉬 이어링,보석|귀걸이
bd27ce34-9109-40ef-a88c-e2caebc88f4a,Nice Socks,Nice dressy socks,apparel|socks,멋지고 멋진 양말,의복|양말
ec02b332-05a5-40dd-ae9d-2b0672baaa6e,Visit Japan,Plan your next trip with this essential reference book on Japan,books|travel,일본에 관한 필수 참고서로 다음 여행을 계획하세요,도서|여행
096b5e28-75ed-46c8-9033-9c00d5bb838e,Wooden Dining Table,Unrivaled wooden dining room for the whole family,furniture|tables,온 가족을 위한 타의 추종을 불허하는 목재 다이닝 룸,가구|테이블
a5095e59-60e0-40cc-8a0d-d2caaac18cb2,Floral Design Plates,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
e89c9268-7e07-459a-8596-76f69451e563,Tulips Arrangement,Tulips arrangement grown sustainably on our organic farms,floral|arrangement,유기농 농장에서 지속 가능한 방식으로 재배한 튤립 꽃꽂이,플로랄|어레인지먼트
05948514-25d3-49a7-ade2-0368a9b1d525,Table Lamp,This table lamp will enhance your home,homedecor|lighting,이 테이블 램프는 집을 더욱 돋보이게 해줄 것입니다,홈 데코|조명
62b99b72-6a26-4b09-9e53-80d7ed22889d,Teal Boots,Trendy teal boots for rambling everywhere,footwear|boot,어디든 걸을 수 있는 트렌디한 청록색 부츠,신발|부츠
7ca458ba-184b-4243-bc9c-576ec9a2315e,Kayak,Explore the waterways with this venturesome kayak,outdoors|kayaking,이 모험적인 카약으로 수로를 탐험하세요,야외|카약
517a7fc1-0db5-440f-b6b8-b5577340716f,Table Clock,This table clock will keep you on time,homedecor|clock,이 탁상시계는 시간을 잘 지켜줄 거예요,홈 데코 | 시계
7d6e50fb-c941-4f1e-b97d-612f627a271a,Dark Gray Square Cushion,This dark gray square cushion is a must-have for your house,homedecor|cushion,이 짙은 회색 사각형 쿠션은 집에 꼭 필요한 제품입니다.,홈 데코|쿠션
f2e66204-c339-434b-b0ae-b6cb6d815756,Glass Vase,This glass vase will delight everyone,homedecor|decorative,이 유리 꽃병은 모두를 기쁘게 할 것입니다,홈 데코|데코레이션
3eba60d7-fbde-4f4d-bb3a-30df62057fe0,Ultracool Belt,Ultracool belt for all occasions,accessories|belt,모든 상황에 적합한 울트라쿨 벨트,액세서리|벨트
b7d5094b-4df4-4579-a49a-dadfef26a0f7,Mixed Arrangement,Mixed arrangement delivered fresh and vibrant from our growers,floral|arrangement,재배자들로부터 신선하고 생동감 넘치는 혼합 어레인지를 제공합니다.,플로랄|어레인지먼트
8098e201-83ec-410d-8f6d-0ef0694f06e6,Set,This set is a must-have for your toolbox,tools|set,이 세트는 툴박스의 필수품입니다.,도구|세트
94956686-1a12-477b-a67b-fbdbeded7a0b,Drought-Resistant Indoor Plant,Drought-resistant indoor plant delivered fresh and vibrant from our growers,floral|plant,재배자로부터 신선하고 활기차게 전달되는 가뭄에 강한 실내 식물,플로랄|식물
68f56b2c-5807-42ee-9436-12257fb5bcfb,Glass Dining Table,This unsurpassed glass dining table will delight everyone,furniture|tables,이 탁월한 유리 식탁은 모두를 기쁘게 할 것입니다.,가구|테이블
0571783a-2d37-4d08-ac0d-575070c961d4,Upright Piano,This upright piano will delight the most demanding musician,instruments|keys,이 업라이트 피아노는 가장 까다로운 뮤지션도 만족시킬 것입니다.,계측기|키
92749684-7ff7-4ed6-8eb7-b948dfee0d79,Dark Slate Gray Set Cushion,This dark slate gray set cushion is very soft,homedecor|cushion,이 다크 슬레이트 그레이 세트 쿠션은 매우 부드럽습니다.,홈 데코|쿠션
549be4a8-29a9-41ae-84b4-e2d24c7b54bd,Incomparable Fishing Lure,This Incomparable fishing lure is sure to bring success,outdoors|fishing,이 비교할 수 없는 낚시 미끼는 분명 성공을 가져다 줄 것입니다,야외|낚시
21676ad2-b826-4884-895d-0240a0afac10,Sophisticated Ceramic Bowl,Sophisticated ceramic bowl for every occasion,housewares|bowls,모든 상황에 어울리는 정교한 도자기 그릇,가정용품|그릇
e727caad-132c-48d2-bd7f-131c99745b24,Keyboard,This keyboard will delight the most demanding musician,instruments|keys,이 키보드는 가장 까다로운 뮤지션도 만족시킬 것입니다.,계측기|키
d9c22fb1-8785-4aaa-bd26-81b0a917c01c,Dog Accessory,Your dog will love this accessory,outdoors|pet,반려견이 이 액세서리를 좋아할 것입니다.,야외|애완 동물
94f6d989-8839-4630-a61d-cfa6344c8ad5,Swell Earrings,Swell earrings for women for everyday wear,jewelry|earrings,매일 착용할 수 있는 여성용 스웰 이어링,보석|귀걸이
8ebed2f4-c0c0-4dc7-9875-1836502f2eb3,Groovy Belt,This groovy belt for women is perfect for all occasions,accessories|belt,이 멋진 여성용 벨트는 어떤 상황에도 잘 어울립니다.,액세서리|벨트
ab5ea156-d41d-43bc-ae5f-10b47f8e42f1,Acoustic Bass,This acoustic bass is perfect for amateur and professional musicians,instruments|strings,이 어쿠스틱 베이스는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|현악기
16ec2943-30b2-4620-9a9e-370774c86ca0,Christmas Decor,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
7833c1b0-4ee2-45f8-b9e6-a3a5ed20183f,Outstanding Necklace,Outstanding necklace for women,jewelry|necklace,뛰어난 여성용 목걸이,보석|목걸이
110f2a06-e151-4f79-9acb-8b8ce97ca449,Wedding Bouquet,Wedding bouquet grown sustainably on our organic farms,floral|bouquet,유기농 농장에서 지속 가능한 방식으로 재배한 웨딩 부케,꽃무늬|꽃다발
bbbb7fe9-ba83-4072-abda-2f54797bf42a,Beer Glass,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
1495081d-3fba-4cf0-a27d-afbae683f1b1,Teapot,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
8c2eb441-f808-4c0b-8d7e-0f19869c00cb,Christmas Ornament,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
7f6100f8-133c-4e15-bc02-b936ed434ea4,Camping Tent,This camping tent is a must-have for your next trip,outdoors|camping,이 캠핑 텐트는 다음 여행에 꼭 필요한 제품입니다.,야외|캠핑
6ca2a410-aba9-4c73-9dae-d188412e0e50,Electric Guitar,This electric guitar will delight the most demanding musician,instruments|strings,이 일렉트릭 기타는 가장 까다로운 뮤지션을 기쁘게 할 것입니다,악기|현악기
f440b3d5-5ac4-4371-9c82-574c9cdc52b9,Authoritative Headphones,Authoritative pair of headphones for listening to your music,electronics|headphones,음악 감상을 위한 권위 있는 헤드폰,전자제품|헤드폰
fa1a5349-e2c7-4eb0-a764-42f1a20bcd0a,Fashionable Socks,These fashionable colorful socks will brighten smiles,apparel|socks,이 패셔너블하고 컬러풀한 양말은 미소를 환하게 밝혀줄 것입니다.,의복|양말
25d7bbf6-7dd3-4912-93a7-4186ea417b54,Salmon salad,Full of omega oils and taste,food service|soup and salad,풍부한 오메가 오일과 맛,음식 서비스|수프와 샐러드
7220b5cd-110b-4105-813a-677846470816,Swell Watch,This swell watch for women is perfect for all occasions,accessories|watch,이 여성용 스웰 시계는 모든 경우에 적합합니다.,액세서리|시계
9fa75331-d8a2-49de-968e-fb855e57d53b,Ceramic Vase,This ceramic vase will delight everyone,homedecor|decorative,이 세라믹 꽃병은 모두를 기쁘게 할 것입니다,홈 데코|데코레이션
898401f5-771d-40c8-a4b5-a230c0bb68a5,Slate Gray Shirt,Modish slate gray casual shirt for women,apparel|shirt,여성용 모디쉬 슬레이트 그레이 캐주얼 셔츠,의류|셔츠
